graph,attacker,defender,seed,nodes,edges,actual_density,density_parameter,attack_budget,defense_budget,attack_multiplier,rounds_requested,rounds_played,initial_length,final_length,total_damage,mean_round_damage,max_round_damage,mean_damage_ratio,final_damage_ratio,total_attacked_edges,unique_attacked_edges,mean_protected_edges,runtime_seconds
"Erdos-Renyi G(n,p)",Greedy,Random,0,5,4,0.4,0.35,2,2,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,1,1,2.0,0.0004
"Erdos-Renyi G(n,p)",Greedy,Random,1,5,4,0.4,0.35,1,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,1,1,0.0,0.0005
"Erdos-Renyi G(n,p)",Greedy,Random,1,5,4,0.4,0.35,1,2,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,1,1,2.0,0.0004
"Erdos-Renyi G(n,p)",Greedy,Random,1,5,4,0.4,0.35,2,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,1,1,0.0,0.0006
"Erdos-Renyi G(n,p)",Greedy,Random,1,5,4,0.4,0.35,2,2,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,1,1,2.0,0.0005
"Erdos-Renyi G(n,p)",Greedy,Random,0,10,11,0.2444,0.35,1,0,3.0,3,3,17,34.0,17.0,5.666666666666667,11.0,1.274414927261227,2.0,3,3,0.0,0.0018
"Erdos-Renyi G(n,p)",Greedy,Random,0,10,11,0.2444,0.35,1,2,3.0,3,3,17,34.0,17.0,5.666666666666667,11.0,1.274414927261227,2.0,3,3,2.0,0.0016
"Erdos-Renyi G(n,p)",Greedy,Random,0,10,11,0.2444,0.35,2,0,3.0,3,3,17,51.0,34.0,11.333333333333334,17.0,1.4781388361796333,3.0,5,5,0.0,0.0028
"Erdos-Renyi G(n,p)",Greedy,Random,0,10,11,0.2444,0.35,2,2,3.0,3,3,17,51.0,34.0,11.333333333333334,17.0,1.491421568627451,3.0,5,5,2.0,0.0025
"Erdos-Renyi G(n,p)",Greedy,Random,1,10,19,0.4222,0.35,1,0,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,1,1,0.0,0.0033
"Erdos-Renyi G(n,p)",Greedy,Random,1,10,19,0.4222,0.35,1,2,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,1,1,2.0,0.003
"Erdos-Renyi G(n,p)",Greedy,Random,1,10,19,0.4222,0.35,2,0,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,1,1,0.0,0.0045
"Erdos-Renyi G(n,p)",Greedy,Random,1,10,19,0.4222,0.35,2,2,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,1,1,2.0,0.0041
"Erdos-Renyi G(n,p)",Greedy,Centrality,0,5,4,0.4,0.35,1,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,1,1,0.0,0.0006
"Erdos-Renyi G(n,p)",Greedy,Centrality,0,5,4,0.4,0.35,1,2,3.0,3,3,9,9,0,0.0,0,1.0,1.0,0,0,2.0,0.0005
"Erdos-Renyi G(n,p)",Greedy,Centrality,0,5,4,0.4,0.35,2,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,1,1,0.0,0.0007
"Erdos-Renyi G(n,p)",Greedy,Centrality,0,5,4,0.4,0.35,2,2,3.0,3,3,9,9,0,0.0,0,1.0,1.0,0,0,2.0,0.0005
"Erdos-Renyi G(n,p)",Greedy,Centrality,1,5,4,0.4,0.35,1,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,1,1,0.0,0.0006
"Erdos-Renyi G(n,p)",Greedy,Centrality,1,5,4,0.4,0.35,1,2,3.0,3,3,10,10,0,0.0,0,1.0,1.0,0,0,2.0,0.0005
"Erdos-Renyi G(n,p)",Greedy,Centrality,1,5,4,0.4,0.35,2,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,1,1,0.0,0.0007
"Erdos-Renyi G(n,p)",Greedy,Centrality,1,5,4,0.4,0.35,2,2,3.0,3,3,10,10,0,0.0,0,1.0,1.0,0,0,2.0,0.0006
"Erdos-Renyi G(n,p)",Greedy,Centrality,0,10,11,0.2444,0.35,1,0,3.0,3,3,17,34.0,17.0,5.666666666666667,11.0,1.274414927261227,2.0,3,3,0.0,0.0019
"Erdos-Renyi G(n,p)",Greedy,Centrality,0,10,11,0.2444,0.35,1,2,3.0,3,3,17,17,0,0.0,0,1.0,1.0,0,0,2.0,0.0018
"Erdos-Renyi G(n,p)",Greedy,Centrality,0,10,11,0.2444,0.35,2,0,3.0,3,3,17,51.0,34.0,11.333333333333334,17.0,1.4781388361796333,3.0,5,5,0.0,0.003
"Erdos-Renyi G(n,p)",Greedy,Centrality,0,10,11,0.2444,0.35,2,2,3.0,3,3,17,17,0,0.0,0,1.0,1.0,0,0,2.0,0.0017
"Erdos-Renyi G(n,p)",Greedy,Centrality,1,10,19,0.4222,0.35,1,0,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,1,1,0.0,0.0034
"Erdos-Renyi G(n,p)",Greedy,Centrality,1,10,19,0.4222,0.35,1,2,3.0,3,3,2,2,0,0.0,0,1.0,1.0,0,0,2.0,0.003
"Erdos-Renyi G(n,p)",Greedy,Centrality,1,10,19,0.4222,0.35,2,0,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,1,1,0.0,0.0045
"Erdos-Renyi G(n,p)",Greedy,Centrality,1,10,19,0.4222,0.35,2,2,3.0,3,3,2,2,0,0.0,0,1.0,1.0,0,0,2.0,0.0031
"Erdos-Renyi G(n,p)",Greedy,Greedy,0,5,4,0.4,0.35,1,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,1,1,0.0,0.0005
"Erdos-Renyi G(n,p)",Greedy,Greedy,0,5,4,0.4,0.35,1,2,3.0,3,3,9,9,0,0.0,0,1.0,1.0,0,0,1.0,0.0017
"Erdos-Renyi G(n,p)",Greedy,Greedy,0,5,4,0.4,0.35,2,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,1,1,0.0,0.0007
"Erdos-Renyi G(n,p)",Greedy,Greedy,0,5,4,0.4,0.35,2,2,3.0,3,3,9,9,0,0.0,0,1.0,1.0,0,0,1.0,0.0023
"Erdos-Renyi G(n,p)",Greedy,Greedy,1,5,4,0.4,0.35,1,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,1,1,0.0,0.0005
"Erdos-Renyi G(n,p)",Greedy,Greedy,1,5,4,0.4,0.35,1,2,3.0,3,3,10,10,0,0.0,0,1.0,1.0,0,0,1.0,0.0018
"Erdos-Renyi G(n,p)",Greedy,Greedy,1,5,4,0.4,0.35,2,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,1,1,0.0,0.0006
"Erdos-Renyi G(n,p)",Greedy,Greedy,1,5,4,0.4,0.35,2,2,3.0,3,3,10,10,0,0.0,0,1.0,1.0,0,0,1.0,0.0086
"Erdos-Renyi G(n,p)",Greedy,Greedy,0,10,11,0.2444,0.35,1,0,3.0,3,3,17,34.0,17.0,5.666666666666667,11.0,1.274414927261227,2.0,3,3,0.0,0.0017
"Erdos-Renyi G(n,p)",Greedy,Greedy,0,10,11,0.2444,0.35,1,2,3.0,3,3,17,37.0,20.0,6.666666666666667,12.0,1.310906862745098,2.176470588235294,3,3,2.0,0.0317
"Erdos-Renyi G(n,p)",Greedy,Greedy,0,10,11,0.2444,0.35,2,0,3.0,3,3,17,51.0,34.0,11.333333333333334,17.0,1.4781388361796333,3.0,5,5,0.0,0.003
"Erdos-Renyi G(n,p)",Greedy,Greedy,0,10,11,0.2444,0.35,2,2,3.0,3,3,17,51.0,34.0,11.333333333333334,15.0,1.472032010560185,3.0,5,5,2.0,0.0606
"Erdos-Renyi G(n,p)",Greedy,Greedy,1,10,19,0.4222,0.35,1,0,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,1,1,0.0,0.0035
"Erdos-Renyi G(n,p)",Greedy,Greedy,1,10,19,0.4222,0.35,1,2,3.0,3,3,2,2,0,0.0,0,1.0,1.0,0,0,1.0,0.0583
"Erdos-Renyi G(n,p)",Greedy,Greedy,1,10,19,0.4222,0.35,2,0,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,1,1,0.0,0.0044
"Erdos-Renyi G(n,p)",Greedy,Greedy,1,10,19,0.4222,0.35,2,2,3.0,3,3,2,2,0,0.0,0,1.0,1.0,0,0,1.0,0.1045
Scale-free (Barabasi-Albert),Random,None,0,5,4,0.4,0.35,1,0,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,3,3,0.0,0.0003
Scale-free (Barabasi-Albert),Random,None,0,5,4,0.4,0.35,1,2,3.0,3,3,7,7,0,0.0,0,1.0,1.0,3,3,0.0,0.0002
Scale-free (Barabasi-Albert),Random,None,0,5,4,0.4,0.35,2,0,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,4,4,0.0,0.0003
Scale-free (Barabasi-Albert),Random,None,0,5,4,0.4,0.35,2,2,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,4,4,0.0,0.0002
Scale-free (Barabasi-Albert),Random,None,1,5,4,0.4,0.35,1,0,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,3,3,0.0,0.0002
Scale-free (Barabasi-Albert),Random,None,1,5,4,0.4,0.35,1,2,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,3,3,0.0,0.0002
Scale-free (Barabasi-Albert),Random,None,1,5,4,0.4,0.35,2,0,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,4,4,0.0,0.0002
Scale-free (Barabasi-Albert),Random,None,1,5,4,0.4,0.35,2,2,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,4,4,0.0,0.0003
Scale-free (Barabasi-Albert),Random,None,0,10,21,0.4667,0.35,1,0,3.0,3,3,7,7,0,0.0,0,1.0,1.0,3,3,0.0,0.0006
Scale-free (Barabasi-Albert),Random,None,0,10,21,0.4667,0.35,1,2,3.0,3,3,7,7,0,0.0,0,1.0,1.0,3,3,0.0,0.0006
Scale-free (Barabasi-Albert),Random,None,0,10,21,0.4667,0.35,2,0,3.0,3,3,7,7,0,0.0,0,1.0,1.0,6,6,0.0,0.0006
Scale-free (Barabasi-Albert),Random,None,0,10,21,0.4667,0.35,2,2,3.0,3,3,7,7,0,0.0,0,1.0,1.0,6,6,0.0,0.0006
Scale-free (Barabasi-Albert),Random,None,1,10,21,0.4667,0.35,1,0,3.0,3,3,6,8,2,0.6666666666666666,1,1.103174603174603,1.3333333333333333,3,3,0.0,0.0006
Scale-free (Barabasi-Albert),Random,None,1,10,21,0.4667,0.35,1,2,3.0,3,3,6,6,0,0.0,0,1.0,1.0,3,3,0.0,0.0007
Scale-free (Barabasi-Albert),Random,None,1,10,21,0.4667,0.35,2,0,3.0,3,3,6,6,0,0.0,0,1.0,1.0,6,6,0.0,0.0006
Scale-free (Barabasi-Albert),Random,None,1,10,21,0.4667,0.35,2,2,3.0,3,3,6,8.0,2.0,0.6666666666666666,2,1.111111111111111,1.3333333333333333,6,6,0.0,0.0007
Scale-free (Barabasi-Albert),Random,Random,0,5,4,0.4,0.35,1,0,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,3,3,0.0,0.0002
Scale-free (Barabasi-Albert),Random,Random,0,5,4,0.4,0.35,1,2,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,3,3,2.0,0.0003
Scale-free (Barabasi-Albert),Random,Random,0,5,4,0.4,0.35,2,0,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,4,4,0.0,0.0002
Scale-free (Barabasi-Albert),Random,Random,0,5,4,0.4,0.35,2,2,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,3,3,2.0,0.0003
Scale-free (Barabasi-Albert),Random,Random,1,5,4,0.4,0.35,1,0,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,3,3,0.0,0.0003
Scale-free (Barabasi-Albert),Random,Random,1,5,4,0.4,0.35,1,2,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,3,3,2.0,0.0003
Scale-free (Barabasi-Albert),Random,Random,1,5,4,0.4,0.35,2,0,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,4,4,0.0,0.0003
Scale-free (Barabasi-Albert),Random,Random,1,5,4,0.4,0.35,2,2,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,3,3,2.0,0.0003
Scale-free (Barabasi-Albert),Random,Random,0,10,21,0.4667,0.35,1,0,3.0,3,3,7,7,0,0.0,0,1.0,1.0,3,3,0.0,0.0007
Scale-free (Barabasi-Albert),Random,Random,0,10,21,0.4667,0.35,1,2,3.0,3,3,7,7,0,0.0,0,1.0,1.0,3,3,2.0,0.0006
Scale-free (Barabasi-Albert),Random,Random,0,10,21,0.4667,0.35,2,0,3.0,3,3,7,7,0,0.0,0,1.0,1.0,6,6,0.0,0.0008
Scale-free (Barabasi-Albert),Random,Random,0,10,21,0.4667,0.35,2,2,3.0,3,3,7,7,0,0.0,0,1.0,1.0,6,6,2.0,0.0007
Scale-free (Barabasi-Albert),Random,Random,1,10,21,0.4667,0.35,1,0,3.0,3,3,6,6,0,0.0,0,1.0,1.0,3,3,0.0,0.0007
Scale-free (Barabasi-Albert),Random,Random,1,10,21,0.4667,0.35,1,2,3.0,3,3,6,6,0,0.0,0,1.0,1.0,3,3,2.0,0.0007
Scale-free (Barabasi-Albert),Random,Random,1,10,21,0.4667,0.35,2,0,3.0,3,3,6,8,2,0.6666666666666666,1,1.103174603174603,1.3333333333333333,6,6,0.0,0.0007
Scale-free (Barabasi-Albert),Random,Random,1,10,21,0.4667,0.35,2,2,3.0,3,3,6,7,1,0.3333333333333333,1,1.0555555555555556,1.1666666666666667,6,6,2.0,0.0007
Scale-free (Barabasi-Albert),Random,Centrality,0,5,4,0.4,0.35,1,0,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,3,3,0.0,0.0003
Scale-free (Barabasi-Albert),Random,Centrality,0,5,4,0.4,0.35,1,2,3.0,3,3,7,7,0,0.0,0,1.0,1.0,2,2,2.0,0.0003
Scale-free (Barabasi-Albert),Random,Centrality,0,5,4,0.4,0.35,2,0,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,4,4,0.0,0.0004
Scale-free (Barabasi-Albert),Random,Centrality,0,5,4,0.4,0.35,2,2,3.0,3,3,7,7,0,0.0,0,1.0,1.0,2,2,2.0,0.0003
Scale-free (Barabasi-Albert),Random,Centrality,1,5,4,0.4,0.35,1,0,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,3,3,0.0,0.0003
Scale-free (Barabasi-Albert),Random,Centrality,1,5,4,0.4,0.35,1,2,3.0,3,3,5,5,0,0.0,0,1.0,1.0,2,2,2.0,0.0004
Scale-free (Barabasi-Albert),Random,Centrality,1,5,4,0.4,0.35,2,0,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,4,4,0.0,0.0003
Scale-free (Barabasi-Albert),Random,Centrality,1,5,4,0.4,0.35,2,2,3.0,3,3,5,5,0,0.0,0,1.0,1.0,2,2,2.0,0.0004
Scale-free (Barabasi-Albert),Random,Centrality,0,10,21,0.4667,0.35,1,0,3.0,3,3,7,7,0,0.0,0,1.0,1.0,3,3,0.0,0.0007
Scale-free (Barabasi-Albert),Random,Centrality,0,10,21,0.4667,0.35,1,2,3.0,3,3,7,7,0,0.0,0,1.0,1.0,3,3,2.0,0.0008
Scale-free (Barabasi-Albert),Random,Centrality,0,10,21,0.4667,0.35,2,0,3.0,3,3,7,7,0,0.0,0,1.0,1.0,6,6,0.0,0.0008
Scale-free (Barabasi-Albert),Random,Centrality,0,10,21,0.4667,0.35,2,2,3.0,3,3,7,7,0,0.0,0,1.0,1.0,6,6,2.0,0.0009
Scale-free (Barabasi-Albert),Random,Centrality,1,10,21,0.4667,0.35,1,0,3.0,3,3,6,7,1,0.3333333333333333,1,1.0555555555555556,1.1666666666666667,3,3,0.0,0.0008
Scale-free (Barabasi-Albert),Random,Centrality,1,10,21,0.4667,0.35,1,2,3.0,3,3,6,6,0,0.0,0,1.0,1.0,3,3,2.0,0.0009
Scale-free (Barabasi-Albert),Random,Centrality,1,10,21,0.4667,0.35,2,0,3.0,3,3,6,6,0,0.0,0,1.0,1.0,6,6,0.0,0.0009
Scale-free (Barabasi-Albert),Random,Centrality,1,10,21,0.4667,0.35,2,2,3.0,3,3,6,6,0,0.0,0,1.0,1.0,6,6,2.0,0.0009
Scale-free (Barabasi-Albert),Random,Greedy,0,5,4,0.4,0.35,1,0,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,3,3,0.0,0.0003
Scale-free (Barabasi-Albert),Random,Greedy,0,5,4,0.4,0.35,1,2,3.0,3,3,7,7,0,0.0,0,1.0,1.0,3,3,1.0,0.0015
Scale-free (Barabasi-Albert),Random,Greedy,0,5,4,0.4,0.35,2,0,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,4,4,0.0,0.0003
Scale-free (Barabasi-Albert),Random,Greedy,0,5,4,0.4,0.35,2,2,3.0,3,3,7,7,0,0.0,0,1.0,1.0,3,3,1.0,0.0022
Scale-free (Barabasi-Albert),Random,Greedy,1,5,4,0.4,0.35,1,0,3.0,3,3,5,5,0,0.0,0,1.0,1.0,3,3,0.0,0.0003
Scale-free (Barabasi-Albert),Random,Greedy,1,5,4,0.4,0.35,1,2,3.0,3,3,5,5,0,0.0,0,1.0,1.0,3,3,1.0,0.0016
Scale-free (Barabasi-Albert),Random,Greedy,1,5,4,0.4,0.35,2,0,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,4,4,0.0,0.0003
Scale-free (Barabasi-Albert),Random,Greedy,1,5,4,0.4,0.35,2,2,3.0,3,3,5,5,0,0.0,0,1.0,1.0,3,3,1.0,0.0022
Scale-free (Barabasi-Albert),Random,Greedy,0,10,21,0.4667,0.35,1,0,3.0,3,3,7,7,0,0.0,0,1.0,1.0,3,3,0.0,0.0006
Scale-free (Barabasi-Albert),Random,Greedy,0,10,21,0.4667,0.35,1,2,3.0,3,3,7,7,0,0.0,0,1.0,1.0,3,3,2.0,0.145
Scale-free (Barabasi-Albert),Random,Greedy,0,10,21,0.4667,0.35,2,0,3.0,3,3,7,7,0,0.0,0,1.0,1.0,6,6,0.0,0.0007
Scale-free (Barabasi-Albert),Random,Greedy,0,10,21,0.4667,0.35,2,2,3.0,3,3,7,7,0,0.0,0,1.0,1.0,6,6,2.0,0.2853
Scale-free (Barabasi-Albert),Random,Greedy,1,10,21,0.4667,0.35,1,0,3.0,3,3,6,6,0,0.0,0,1.0,1.0,3,3,0.0,0.0008
Scale-free (Barabasi-Albert),Random,Greedy,1,10,21,0.4667,0.35,1,2,3.0,3,3,6,6,0,0.0,0,1.0,1.0,3,3,2.0,0.1496
Scale-free (Barabasi-Albert),Random,Greedy,1,10,21,0.4667,0.35,2,0,3.0,3,3,6,6,0,0.0,0,1.0,1.0,6,6,0.0,0.0007
Scale-free (Barabasi-Albert),Random,Greedy,1,10,21,0.4667,0.35,2,2,3.0,3,3,6,6,0,0.0,0,1.0,1.0,6,6,2.0,0.2898
Scale-free (Barabasi-Albert),Shortest path,None,0,5,4,0.4,0.35,1,0,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,3,3,0.0,0.0003
Scale-free (Barabasi-Albert),Shortest path,None,0,5,4,0.4,0.35,1,2,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,3,3,0.0,0.0003
Scale-free (Barabasi-Albert),Shortest path,None,0,5,4,0.4,0.35,2,0,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,4,4,0.0,0.0003
Scale-free (Barabasi-Albert),Shortest path,None,0,5,4,0.4,0.35,2,2,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,4,4,0.0,0.0004
Scale-free (Barabasi-Albert),Shortest path,None,1,5,4,0.4,0.35,1,0,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,3,3,0.0,0.0003
Scale-free (Barabasi-Albert),Shortest path,None,1,5,4,0.4,0.35,1,2,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,3,3,0.0,0.0003
Scale-free (Barabasi-Albert),Shortest path,None,1,5,4,0.4,0.35,2,0,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,4,4,0.0,0.0003
Scale-free (Barabasi-Albert),Shortest path,None,1,5,4,0.4,0.35,2,2,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,4,4,0.0,0.0003
Scale-free (Barabasi-Albert),Shortest path,None,0,10,21,0.4667,0.35,1,0,3.0,3,3,7,16,9,3.0,6,1.359218559218559,2.2857142857142856,3,3,0.0,0.0007
Scale-free (Barabasi-Albert),Shortest path,None,0,10,21,0.4667,0.35,1,2,3.0,3,3,7,16,9,3.0,6,1.359218559218559,2.2857142857142856,3,3,0.0,0.0006
Scale-free (Barabasi-Albert),Shortest path,None,0,10,21,0.4667,0.35,2,0,3.0,3,3,7,19.0,12.0,4.0,10.0,1.5143168378462495,2.7142857142857144,6,6,0.0,0.0006
Scale-free (Barabasi-Albert),Shortest path,None,0,10,21,0.4667,0.35,2,2,3.0,3,3,7,19.0,12.0,4.0,10.0,1.5143168378462495,2.7142857142857144,6,6,0.0,0.0006
Scale-free (Barabasi-Albert),Shortest path,None,1,10,21,0.4667,0.35,1,0,3.0,3,3,6,11.0,5.0,1.6666666666666667,3.0,1.228174603174603,1.8333333333333333,3,3,0.0,0.0006
Scale-free (Barabasi-Albert),Shortest path,None,1,10,21,0.4667,0.35,1,2,3.0,3,3,6,11.0,5.0,1.6666666666666667,3.0,1.228174603174603,1.8333333333333333,3,3,0.0,0.0006
Scale-free (Barabasi-Albert),Shortest path,None,1,10,21,0.4667,0.35,2,0,3.0,3,3,6,13.0,7.0,2.3333333333333335,5.0,1.3115079365079365,2.1666666666666665,6,6,0.0,0.0006
Scale-free (Barabasi-Albert),Shortest path,None,1,10,21,0.4667,0.35,2,2,3.0,3,3,6,13.0,7.0,2.3333333333333335,5.0,1.3115079365079365,2.1666666666666665,6,6,0.0,0.0007
Scale-free (Barabasi-Albert),Shortest path,Random,0,5,4,0.4,0.35,1,0,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,3,3,0.0,0.0003
Scale-free (Barabasi-Albert),Shortest path,Random,0,5,4,0.4,0.35,1,2,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,3,3,2.0,0.0003
Scale-free (Barabasi-Albert),Shortest path,Random,0,5,4,0.4,0.35,2,0,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,4,4,0.0,0.0003
Scale-free (Barabasi-Albert),Shortest path,Random,0,5,4,0.4,0.35,2,2,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,3,3,2.0,0.0003
Scale-free (Barabasi-Albert),Shortest path,Random,1,5,4,0.4,0.35,1,0,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,3,3,0.0,0.0003
Scale-free (Barabasi-Albert),Shortest path,Random,1,5,4,0.4,0.35,1,2,3.0,3,3,5,5,0,0.0,0,1.0,1.0,3,3,2.0,0.0003
Scale-free (Barabasi-Albert),Shortest path,Random,1,5,4,0.4,0.35,2,0,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,4,4,0.0,0.0003
Scale-free (Barabasi-Albert),Shortest path,Random,1,5,4,0.4,0.35,2,2,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,3,3,2.0,0.0003
Scale-free (Barabasi-Albert),Shortest path,Random,0,10,21,0.4667,0.35,1,0,3.0,3,3,7,16,9,3.0,6,1.359218559218559,2.2857142857142856,3,3,0.0,0.0007
Scale-free (Barabasi-Albert),Shortest path,Random,0,10,21,0.4667,0.35,1,2,3.0,3,3,7,16,9,3.0,6,1.359218559218559,2.2857142857142856,3,3,2.0,0.0006
Scale-free (Barabasi-Albert),Shortest path,Random,0,10,21,0.4667,0.35,2,0,3.0,3,3,7,19.0,12.0,4.0,10.0,1.5143168378462495,2.7142857142857144,6,6,0.0,0.0007
Scale-free (Barabasi-Albert),Shortest path,Random,0,10,21,0.4667,0.35,2,2,3.0,3,3,7,19.0,12.0,4.0,10.0,1.5143168378462495,2.7142857142857144,6,6,2.0,0.0007
Scale-free (Barabasi-Albert),Shortest path,Random,1,10,21,0.4667,0.35,1,0,3.0,3,3,6,11.0,5.0,1.6666666666666667,3.0,1.228174603174603,1.8333333333333333,3,3,0.0,0.0007
Scale-free (Barabasi-Albert),Shortest path,Random,1,10,21,0.4667,0.35,1,2,3.0,3,3,6,11.0,5.0,1.6666666666666667,3.0,1.228174603174603,1.8333333333333333,3,3,2.0,0.0006
Scale-free (Barabasi-Albert),Shortest path,Random,1,10,21,0.4667,0.35,2,0,3.0,3,3,6,14.0,8.0,2.6666666666666665,6.0,1.353174603174603,2.3333333333333335,6,6,0.0,0.0008
Scale-free (Barabasi-Albert),Shortest path,Random,1,10,21,0.4667,0.35,2,2,3.0,3,3,6,13.0,7.0,2.3333333333333335,5.0,1.3115079365079365,2.1666666666666665,6,6,2.0,0.0007
Scale-free (Barabasi-Albert),Shortest path,Centrality,0,5,4,0.4,0.35,1,0,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,3,3,0.0,0.0004
Scale-free (Barabasi-Albert),Shortest path,Centrality,0,5,4,0.4,0.35,1,2,3.0,3,3,7,7,0,0.0,0,1.0,1.0,2,2,2.0,0.0004
Scale-free (Barabasi-Albert),Shortest path,Centrality,0,5,4,0.4,0.35,2,0,3.0,3,3,7,21.0,14.0,4.666666666666667,14.0,1.6666666666666667,3.0,4,4,0.0,0.0004
Scale-free (Barabasi-Albert),Shortest path,Centrality,0,5,4,0.4,0.35,2,2,3.0,3,3,7,7,0,0.0,0,1.0,1.0,2,2,2.0,0.0003
Scale-free (Barabasi-Albert),Shortest path,Centrality,1,5,4,0.4,0.35,1,0,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,3,3,0.0,0.0003
Scale-free (Barabasi-Albert),Shortest path,Centrality,1,5,4,0.4,0.35,1,2,3.0,3,3,5,5,0,0.0,0,1.0,1.0,2,2,2.0,0.0003
Scale-free (Barabasi-Albert),Shortest path,Centrality,1,5,4,0.4,0.35,2,0,3.0,3,3,5,15.0,10.0,3.3333333333333335,10.0,1.6666666666666667,3.0,4,4,0.0,0.0003
